;;;;;;;;;;;;;;;;;;;Test Design technique;;;;;;;;;;;;;;;;;;;;;;;;;Testing Practice;;;;;;;;;;;;Testing level;;;;;;Testing Type;;;;;;;;;;;;;;;;;;;
Italy;EU;Torino Politecnico polito;Computer Engineering;Master;https://didattica.polito.it/pls/portal30/sviluppo.offerta_formativa_2019.vis?p_a_acc=2023&p_sdu=37&p_cds=18;Software Engineering;1;https://didattica.polito.it/pls/portal30/gap.pkg_guide.viewGap?p_cod_ins=04GSPOV&p_a_acc=2023&p_header=S&p_lang=&multi=N;CE;8;Both ;80;68;12;NSt;Open questions;English;;X;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;
Italy;EU;Salerno unisa;Computer Science;Master;https://corsi.unisa.it/informatica-magistrale/didattica/insegnamenti;Management and Evolution of Software Projects;1;https://docenti.unisa.it/003241/en/teaching?anno=2022&id=511226&cId=10000-2016&pId=N0*N0*S2;CE;9;Both ;72;N/A;N/A;NSt;Project,Discussion;Italian;;X;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Milano polimi;Computer Engineering;Master;https://www.polimi.it/corsi/corsi-di-laurea-magistrale/M/2022-ing-ind-inf-magord-270-mi-481-computer-science-and-engineering-ingegneria-informatica;Software Engineering 2;1;https://www4.ceda.polimi.it/manifesti/manifesti/controller/ManifestoPublic.do?EVN_DETTAGLIO_RIGA_MANIFESTO=evento&aa=2022&k_cf=225&k_corso_la=481&k_indir=T2A&codDescr=054443&lang=IT&semestre=1&anno_corso=1&idItemOfferta=161169&idRiga=286941;CE;5;Both;50;30;20;NSt;Project,Open Questions,Discussion;English;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;
Portugal;EU;University of Porto ;Master in Informatics and Computing Engineering;Master;https://sigarra.up.pt/feup/en/cur_geral.cur_view?pv_curso_id=22862&pv_ano_lectivo=2022;Secure Software Engineering;2;https://sigarra.up.pt/feup/en/UCURR_GERAL.FICHA_UC_VIEW?pv_ocorrencia_id=518837;CE;6;Both;39;19,5;19,5;NSt;Open questions,Project;English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Portugal;EU;University of Porto ;Master in Software Engineering;Master;https://sigarra.up.pt/feup/en/cur_geral.cur_view?pv_curso_id=10861&pv_ano_lectivo=2022;Security in Software Engineering;1;https://sigarra.up.pt/feup/en/UCURR_GERAL.FICHA_UC_VIEW?pv_ocorrencia_id=499048;CE;6;Both ;42;21;21;NSt;Open questions,projects;English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Portugal;EU;Universidade Nova de Lisboa;Master in Computer Science and Engineering;Master;https://guia.unl.pt/en/2021/fct/program/1059;Software Quality;1;https://guia.unl.pt/en/2019/fct/program/935/course/11170;CE;6;Both ;52;N/A;N/A;NSt;Open questions,project;NA;;X;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spain;EU;UPV;Computer science;Master;https://www.inf.upv.es/www/etsinf/es/masteres-etsinf/;Audit, Quality and Management of Information Systems;1;http://www.upv.es/titulaciones/MUIINF/menu_1015399c.html;CS;6;both;60;45;15;NSt;Project,Discussion;Spanish;"Software testing : a craftman's approach (Jorgensen, Paul). Test-driven development by example. (Beck, Kent)
Managing the Testing Process [electronic resource] : Practical Tools and Techniques for Managing Hardware and Software Testing (Black, Rex.)
Introduction to software testing. (Ammann, Paul | Offutt, Jeff)
Test process improvement : a practical step-by-step guide to structured testing (Koomen, Tim)";;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Spain;EU;UPV;Computer science;Master;https://www.inf.upv.es/www/etsinf/es/masteres-etsinf/;Audit, Quality and Management of Information Systems;1;http://www.upv.es/titulaciones/MUIINF/menu_1015399c.html;CS;6;both;60;45;15;NSt;Project,Discussion;Spanish;"Software testing : a craftman's approach (Jorgensen, Paul). Test-driven development by example. (Beck, Kent)
Managing the Testing Process [electronic resource] : Practical Tools and Techniques for Managing Hardware and Software Testing (Black, Rex.)
Introduction to software testing. (Ammann, Paul | Offutt, Jeff)
Test process improvement : a practical step-by-step guide to structured testing (Koomen, Tim)";;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Spain;EU;Univ Oviedo;Computer science;Master;https://masterinformatica.uniovi.es/plan-de-estudios/;Quality of Product and Processes;1;https://sies.uniovi.es/ofe-pod-jsf/web/asignatura/infoAsignatura.faces;CS;4;both;30;14;16;NSt;Project,Discussion;Spanish;"Erik Van Veenendaal, Dorothy Graham, Rex Black. Foundations of Software Testing: ISTQB Certification. Cengage Learning (2019)
TMap® Next for result-driven testing, Tim Koomen, Leo van der Aalst, Bart Broekman, Michiel Vroon, Uitgeverij Tutein Nolthenius, Den Bosch. UTN Publishers (2006)
Lisa Crispin, Janet Gregory. Agile Testing: A Practical Guide for Testers and Agile Teams. Addison-Wesley (2008)
Janet Gregory, Lisa Crispin. More Agile Testing: Learning Journeys for the Whole Team Addison-Wesley (2014)
Tim Koomen, Martin Pol. Test Process Improvement, Addison Wesley (1999)";;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;
Spain;EU;Univeridad de Valencia;Computer Science;Master;https://www.uv.es/degree-data-science/en/after-degree/official-master-s-degree/uv-master-s-degrees-catalogue/master-s-degree-web-technology-cloud-computing-mobile-applications-1286031121666/Titulacio.html?id=1285990173804&p2=3-4;Software production methods;1;"https://www.uv.es/uvweb/college/en/undergraduate-studies/undergraduate-studies-/degree-programmes-offered-1285846094474.html?idA=44834&idT=2234;2023";CS;4;both;40;20;20;NSt;Project,Exercises;Spanish;Java Unit Testing with JUnit 5 : Test Driven Development with JUnit 5. Shekhar Gulati, Rahul Sharma, CA Berkeley, Apress, 2017. Test-driven development by example. Kent Beck, Addison-Wesley, 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;x;;;;;;;;;;;;;;;;;;;
Portugal;EU;Universidade de Aveiro;Master in Informatics Engineering;Master;https://www.ua.pt/pt/curso/417;Robust Software;1;https://www.ua.pt/en/uc/14838;CS;6;Both ;45;N/A;N/A;ST;Project,Closed questions;Portuguese/English;"Recommended bibliography
Merkow, M. S., & Raghavan, L. (2010). Secure and resilient software development. Auerbach Publications. ISBN 978-1439826966

Richardson, T., & Thies, C. N. (2013). Secure software design. Jones & Bartlett Publishers. ISBN 978-1449626327

Mead, N. R., & Woody, C. (2016). Cyber Security Engineering: A Practical Approach for Systems and Software Assurance. Addison-Wesley Professional. ISBN 978-0134189802.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;
Portugal;EU;Universidade de Aveiro;Master in Informatics Engineering;Master;https://www.ua.pt/en/c/417/p;Analysis and Exploration of Vulnerabilities;1;https://www.ua.pt/en/uc/14821;CS;6;Both ;TP: 3H/week;N/A;N/A;NSt;Project,Discussion;Portuguese/English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;
Portugal;EU;Universidade de Aveiro;1st cycle degree in Information Technologies;Bachelor;https://www.ua.pt/en/course/63;Software Engineering;2;https://www.ua.pt/en/uc/3714;CS;6;Both;60;N/A;N/A;NSt;Closed Questions,Project,Discussion;Portuguese/English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;EU;Universidade de Aveiro;"Master in Communication and Web Technologies
";Master;https://www.ua.pt/en/c/508/p;Digital Accessibility and Compliance;1;https://www.ua.pt/en/uc/15371;Communication Sciences and Technology;6;Both ;"T: 1H/week
TP: 2H/week";N/A;N/A;NSt;Projects,Discussion;Portuguese/English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;
Portugal;EU ;Universidade de Aveiro;"Master in Applied Informatics
";Master;https://www.ua.pt/en/c/454/p;"Software Testing
";1;https://www.ua.pt/en/uc/14700;CS;6;Both ;45;N/A;N/A;ST;Project,Discussion;Portuguese/English;"Abbreviated bibliography
- Mathur, A. P. (2013). Foundations of software testing, (2nd ed.). Pearson Education India. ISBN: 9332517657 - Ammann, P., & Offutt, J. (2016). Introduction to Software Testing. Cambridge University Press. ISBN 0-52188-038-1
Recommended bibliography
- Burnstein, I. (2003). Practical software testing: A Process-Oriented Approach. Springer-Verlag New York. ISBN: 0-387-95131-8
- Mathur, A. P. (2013). Foundations of software testing, (2nd ed.). Pearson Education India. ISBN: 9332517657
- Farrell-Vinay, P. (2008). Manage Software Testing. CRC Press ISBN 142001384X.
-Ammann, P., & Offutt, J. (2016). Introduction to Software Testing. Cambridge University Press. ISBN 0-52188-038-1
-Beck K. (2003). Test Driven Development: By Example. Addison-Wesley, ISBN: 978-0321146533";X;X;;;X;;;;x;;;;;;X;;;;;;;;;;;;;;;;;;X;;;X;x;X;X;;;X;;;;;;;;;;;;;;;;;;;;;
Portugal;EU;Universidade de Aveiro;"Master in Applied Informatics
";Master;https://www.ua.pt/en/c/454/p;"Usability and User Experience
";1;https://www.ua.pt/en/uc/14701;CS;6;Lab;TP: 2H/week;N/A;N/A;NSt;Project,Discussion;Portuguese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;
Belgium;EU;UGent;Bachelor of Science in Engineering Technology (Information Engineering Technology);Bachelor;https://studiekiezer.ugent.be/bachelor-of-science-in-engineering-technology-information-engineering-technology/programma/2024; Software Development & Operations;3;https://studiekiezer.ugent.be/studiefiche/en/E761041/2022;CS;3;Both;90;13;6;NSt;Project,Open Questions;Dutch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;X;X;;;;;X;;;;;;;;;X;;;;;;;;;;
Belgium;EU;UAntwerpen;Informatica;Bachelor;https://www.uantwerpen.be/nl/studeren/aanbod/alle-opleidingen/informatica-studeren/bachelor/studieprogramma/;Project software engineering ;1;http://ansymore.uantwerpen.be/courses/SE1BAC;CS;6;Both ;75;6;26;NSt;Open questions;Dutch;Using UML: Software Engineering with Objects and Components, P. Stevens, R. Pooley, Addison-Wesley, 1999.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;
Belgium;EU;UAntwerpen;Informatica;Bachelor;https://www.uantwerpen.be/nl/studeren/aanbod/alle-opleidingen/informatica-studeren/bachelor/studieprogramma/;Software engineering;3;https://ansymore.uantwerpen.be/courses/software-engineering-3e-bac;CS;7;Both ;60;24;16;NSt;Open questions;Dutch;"""A Survey of Unit Testing Practices"", Per Runeson & ""Test Fatigue"", Gerard J. Holzman. in IEEE Software, vol. 37, no. 4, pp. 11-16, July-Aug. 2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;;;;;;;x;;;;
Belgium;EU;KU Leuven;Bachelor in de informatica;Bachelor;https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51016742.htm#bl=all;Object-gericht programmeren;1;https://onderwijsaanbod.kuleuven.be/syllabi/n/H01P1AN.htm#activetab=doelstellingen_idm14778000&bl=all;CS;6;Theory;36;32;4;NSt;Project;Dutch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Belgium;EU;KU Leuven;Bachelor in de informatica;Bachelor;https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51016742.htm#bl=all;Software-ontwerp;3;https://onderwijsaanbod.kuleuven.be/syllabi/n/G0Q40CN.htm#activetab=doelstellingen_idp1557568&bl=all;CS;6;Theory;106;34;68;NSt;Project;Dutch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;x;;;;
Belgium;EU;KU Leuven;Bachelor in de industriële wetenschappen;Bachelor;https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_55503774.htm#bl=all;Objectgerichte softwareontwikkeling;2;https://onderwijsaanbod.kuleuven.be/syllabi/n/T2AOS1N.htm#activetab=doelstellingen_idp2809952&bl=all;CS;3;Both ;36;12;24;NSt;Open questions;Dutch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;
Belgium;EU;KU Leuven;Bachelor in de industriële wetenschappen;Bachelor;https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_55503774.htm#bl=all;Digital Design Concepts;2;https://onderwijsaanbod.kuleuven.be/syllabi/e/T2VDO2E.htm#activetab=doelstellingen_idm14397168&bl=all;CS;5;Both ;48;24;24;NSt;Project,Open Questions;Dutch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;
Belgium;EU;KU Leuven;Bachelor in de industriële wetenschappen;Bachelor;https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_55503774.htm#bl=all;Programmeertechnieken;2;https://onderwijsaanbod.kuleuven.be/syllabi/n/T2VPT1N.htm#activetab=doelstellingen_idp247776;CS;6;Both ;72;24;48;NSt;Project,Open Questions;Dutch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;
Belgium;EU;KU Leuven;Bachelor in de industriële wetenschappen;Bachelor;https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_55503774.htm#bl=all;Software engineering en webtechnologie;3;https://onderwijsaanbod.kuleuven.be/syllabi/e/T3WWW2E.htm#activetab=doelstellingen_idp39808;CB;6;Both ;72;24;48;NSt;Project,Open Questions;Dutch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Napoli unina;ComputerEngineering;Bachelor;https://www.ingegneria-informatica.unina.it/index.php/it/corsi-di-laurea/laurea-triennale-n46/insegnamenti-n46/2-non-categorizzato/340-insegnamenti-n46-2223;Software Engineering;3;https://www.ingegneria-informatica.unina.it/index.php/it/corsi-di-laurea/laurea-triennale-n46/insegnamenti-n46/14-insegnamenti-l/355-ing-soft;CE;10;Both;80;48;32;NSt;Project;Italian;;X;;;;;;;;;;;;;;X;X;X;X;;;;;;;;X;;;;;X;;;;;;x;X;X;X;;X;;X;;;;;;;;;;;;;;;x;;;;
Italy;EU;Padova unipd;Computer Science;Bachelor;https://www.unipd.it/en/educational-offer/first-cycle-degree/science?tipo=L&scuola=SC&ordinamento=2011&key=SC1167&cg=engineering;Software Engineering;3;https://en.didattica.unipd.it/off/2020/LT/SC/SC1167/000ZZ/SC01103936/N0;CS;12;Both;96;56;40;NSt;Open questions,Homeworks;Italian;;X;;;;;;;;;;;;;;X;X;X;X;;;X;;;;;;;;;;;;;;;X;x;X;X;X;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Genova unige;Computer Science;Bachelor;https://servizionline.unige.it/unige/stampa_manifesto/MF/2022/8759.html;Software Engineering Fundamentals;3;https://corsi.unige.it/off.f/2022/ins/52495?codcla=8759;CS;6;Both;48;N/A;N/A;NSt;Homework,Exercises;Italian;;X;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;x;X;X;X;;X;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Trento unitn;Computer Science;Bachelor;https://offertaformativa.unitn.it/it/l/informatica/cosa-si-studia;Software Engineering;2;https://unitn.coursecatalogue.cineca.it/insegnamenti/2023/95420/2008/9999/10114?annoOrdinamento=2008;CE;12;Both ;96;N/A;N/A;NSt;Discussion;Italian;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Napoli unina;ComputerEngineering;Bachelor;https://www.ingegneria-informatica.unina.it/index.php/it/corsi-di-laurea/laurea-triennale-n46/insegnamenti-n46/2-non-categorizzato/340-insegnamenti-n46-2223;Software Engineering;3;https://www.ingegneria-informatica.unina.it/index.php/it/corsi-di-laurea/laurea-triennale-n46/insegnamenti-n46/14-insegnamenti-l/355-ing-soft;CE;10;Both;80;48;32;NSt;Project;Italian;;X;;;;;X;;;;;;;;;X;X;X;X;X;;;;;;;X;X;;;;X;;;;;X;x;X;X;X;;X;;X;;;;;;;;;;;;X;;;;;;;
Italy;EU;Pisa unipi;Informatica;Bachelor;https://didattica.di.unipi.it/laurea-in-informatica/insegnamenti/lista-dei-corsi/?anno=2022;Software Engineering ;3;"https://esami.unipi.it/esami2/programma.php?noframe=1&c=55542&amp;aa=2022&amp;cid=103&amp;did=13";CS;6;Theory;48;N/A;N/A;NSt;Open questions,Discussion;Italian;;X;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Italy;EU;Milano polimi;Computer Engineering;Bachelor;https://www4.ceda.polimi.it/manifesti/manifesti/controller/ManifestoPublic.do?check_params=1&aa=2022&k_corso_la=358&polij_device_category=DESKTOP&__pj0=0&__pj1=b8c4b7fd9a94e3a3c6eac479af9d3889;Software Engineering;3;https://www11.ceda.polimi.it/schedaincarico/schedaincarico/controller/scheda_pubblica/SchedaPublic.do?&evn_default=evento&c_classe=787309&polij_device_category=DESKTOP&__pj0=0&__pj1=e31f38b8c2c534e6139a466744e7642e;CE;7;Both;70;42;28;NSt;Open questions;Italian;;X;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;
Italy;EU;Genova unige;Computer Science;Bachelor;https://servizionline.unige.it/unige/stampa_manifesto/MF/2022/8759.html;Advanced Programming Techniques;3;https://corsi.unige.it/off.f/2022/ins/52497?codcla=8759;CS;6;Both;48;N/A;N/A;NSt;Exercises,Discussion;Italian;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;X;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Benevento unisannio;Computer Engineering;Bachelor;https://www.ding.unisannio.it/offdidattica/corsi-di-laurea/ingegneria-informatica-863;Software Engineering;3;https://unisannio.coursecatalogue.cineca.it/insegnamenti/2022/5091/2018/9999/10050?coorte=2020&schemaid=1438;CE;9;Both ;72;N/A;N/A;NSt;Project,Discussion;Italian;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Napoli unina;ComputerEngineering;Bachelor;https://www.ingegneria-informatica.unina.it/index.php/it/corsi-di-laurea/laurea-triennale-n46/insegnamenti-n46/2-non-categorizzato/340-insegnamenti-n46-2223;Software Engineering;3;https://www.ingegneria-informatica.unina.it/index.php/it/corsi-di-laurea/laurea-triennale-n46/insegnamenti-n46/14-insegnamenti-l/355-ing-soft;CE;10;Both;80;48;32;NSt;Project,Discussion;Italian;;X;;;;;X;;;;;;;;;X;X;X;X;X;;;;;;;X;X;;;;X;;;;;X;x;X;X;X;;X;;X;;;;;;;;;;;;X;;;;;;;
Italy;EU;Milano polimi;Computer Engineering;Bachelor;https://www4.ceda.polimi.it/manifesti/manifesti/controller/ManifestoPublic.do?check_params=1&aa=2022&k_corso_la=358&polij_device_category=DESKTOP&__pj0=0&__pj1=b8c4b7fd9a94e3a3c6eac479af9d3890;Software Engineering;3;https://www11.ceda.polimi.it/schedaincarico/schedaincarico/controller/scheda_pubblica/SchedaPublic.do?&evn_default=evento&c_classe=787309&polij_device_category=DESKTOP&__pj0=0&__pj1=e31f38b8c2c534e6139a466744e7642e;CE;7;Both;70;42;28;NSt;Open questions;Italian;;X;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Milano polimi;Computer Engineering;Bachelor;https://www4.ceda.polimi.it/manifesti/manifesti/controller/ManifestoPublic.do?check_params=1&aa=2022&k_corso_la=358&polij_device_category=DESKTOP&__pj0=0&__pj1=b8c4b7fd9a94e3a3c6eac479af9d3891;Software Engineering;3;https://www11.ceda.polimi.it/schedaincarico/schedaincarico/controller/scheda_pubblica/SchedaPublic.do?&evn_default=evento&c_classe=787309&polij_device_category=DESKTOP&__pj0=0&__pj1=e31f38b8c2c534e6139a466744e7642e;CE;7;Both;70;42;28;NSt;Open questions;Italian;;X;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Salerno unisa;Computer Science;Bachelor;https://corsi.unisa.it/05121/didattica/insegnamenti;Software Engineering;3;https://docenti.unisa.it/004724/didattica?anno=2023&id=507546&cId=9999-2017&pId=MODULO_3*RESTO_2*S1;CS;9;Both ;72;N/A;N/A;NSt;Project,Discussion;Italian;;X;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;X;x;X;X;X;;;;z;;;;;;;;;;;;;;;;;;;
Italy;EU;Napoli unina;Computer Science;Bachelor;https://informatica.dieti.unina.it/index.php/it/laurea-triennale/insegnamenti;Software Engineering;3;https://informatica.dieti.unina.it/index.php/it/laurea-triennale/insegnamenti/41-laurea-triennale/insegnamenti-lt/25-ingegneria-del-software-i;CS;10;Both;80;N/A;N/A;NSt;Open questions,Project;Italian;;X;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;X;x;X;X;X;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Milano Bicocca unimib;Computer Science;Bachelor;https://elearning.unimib.it/course/index.php?categoryid=8693;Software Analysis and Design;2;https://elearning.unimib.it/course/info.php?id=43170#en;CS;8;Both;76;N/A;N/A;NSt;Homework,Exercises,Discussion;Italian;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Salerno unisa;Computer Science;Bachelor;https://corsi.unisa.it/05121/didattica/insegnamenti;Ingegneria, Gestione ed Evoluzione del Software;3;https://docenti.unisa.it/003241/didattica?anno=2021&id=511226&cId=10000-2016&pId=N0*N0*S2;CS;9;Both ;72;N/A;N/A;NSt;Project,Discussion;Italian;;X;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Salerno unisa;Computer Science;Master;https://corsi.unisa.it/informatica-magistrale/en/home;Software Dependability;2;https://docenti.unisa.it/029186/didattica?anno=2023&id=512708&cId=10006-2016&pId=N0*N0*S1;CS;9;Both;N/A;N/A;N/A;NSt;Project,Discussion;N/A;;X;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X;;;;;;X;x;;;;;;;X;;;;;;;;;X;;;;;;;;;;
Italy;EU;Milano unimi;Computer Science;Master;https://www.unimi.it/it/corsi/laurea-magistrale/informatica-magistrale;Verifica e Convalida del Software;1;https://www.unimi.it/it/corsi/insegnamenti-dei-corsi-di-laurea/2024/verifica-e-convalida-del-software;CS;6;Both;N/A;N/A;N/A;ST;Discussion;N/A;N/A;X;;;;;;;;;;;;;;X;;;;;;;;;;;;X;;;;;;;;;X;x;X;;;;X;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Milano unimi;Computer Science;Bachelor;https://www.unimi.it/en/education/computer-science;Software Engineering;3;https://www.unimi.it/it/corsi/insegnamenti-dei-corsi-di-laurea/2024/ingegneria-del-software;CE;12;Both;120;72;48;NSt;N/A;Italian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Firenze unifi;Computer Science;Bachelor;https://www.informatica.unifi.it/p-cor2-2022-101227-B032-GEN-1-0.html;Programming Methodologies;2;https://www.unifi.it/p-ins2-2022-588206-1.html;CS;9;Both;72;N/A;N/A;NSt;Homework,Discussion;Italian;;X;;;;;;;;;;;;;;X;;;;;;;;;;;;X;;;;;;;;;X;;X;;;;;;X;;;;;;;;;;;;;;;;;;;
Portugal;EU;Faculty of Engineering, University of Porto ;Bachelor in Informatics and Computing Engineering;Bachelor;https://sigarra.up.pt/feup/en/cur_geral.cur_view?pv_curso_id=22841&pv_ano_lectivo=2022;Software Design and Testing Laboratory ;2;https://sigarra.up.pt/feup/en/UCURR_GERAL.FICHA_UC_VIEW?pv_ocorrencia_id=520319;CE;6;Both;52;26;26;NSt;Closed Questions,Project;English;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;EU;Faculty of Engineering, University of Porto ;Bachelor in Informatics and Computing Engineering;Bachelor;https://sigarra.up.pt/feup/en/cur_geral.cur_view?pv_curso_id=22841&pv_ano_lectivo=2022;Software Engineering ;2;https://sigarra.up.pt/feup/en/UCURR_GERAL.FICHA_UC_VIEW?pv_ocorrencia_id=520322;CE;6;Both;52;26;26;NSt;Open questions,Project;Portuguese;;X;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;x;x;x;;x;;;;;;;;;;;;;;;;;;;;;
Spain;EU ;Uni Sevilla;Computer science;Bachelor;https://www.us.es/estudiar/que-estudiar/oferta-de-grados/grado-en-ingenieria-informatica-ingenieria-del-software#edit-group-plani;Design and Testing I;3;https://sevius4.us.es/index.php?PyP=LISTA&codcentro=3&titulacion=205&asignatura=2050048;CS;6;Both;60;36;24;NSt;Exercises,project;Spanish;no books of testing in the bibliograpry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Spain;EU ;Uni Sevilla;Computer science;Bachelor;https://www.us.es/estudiar/que-estudiar/oferta-de-grados/grado-en-ingenieria-informatica-ingenieria-del-software#edit-group-plani;Desing and Testing II;3;https://sevius4.us.es/index.php?PyP=LISTA&codcentro=3&titulacion=205&asignatura=2050049;CS;6;Both;60;36;24;NSt;Exercises,project;Spanish;no books of testing in the bibliograpry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;
Spain;EU ;Univ. Castilla La Mancha;Computer science;Bachelor;https://www.uclm.es/estudios/grados/ingenieria-informatica;Software engineering II;3;https://guiae.uclm.es/vistaGuia/406/42324/2022-23;CS;6;both;60;36,75;23,25;NSt;Exercises,Discussion;Spanish;Burnstein, Ilene Practical software testing: a process-oriented approach   Springer 0-387-95131-8 2003. Gregory, Janet More agile testing: learning journeys for the whole team /   Addison-Wesley 978-0-321-96705-3 2015.  Kaner, Cem Testing computer software   John Wiley & Sons, 0-471-35846-0 1999 ;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;
